model,embedding_file,embedding_dim,doc_count,query_count,strategy,anchor_count,top_k,pool_size,mean_recall,all_top_k_contained,any_hit,anchor_select_seconds,signature_build_seconds,search_ms_per_query
sentence-transformers/all-MiniLM-L6-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__all_MiniLM_L6_v2_n3000_tok160.npy,384,3000,1000,farthest_raw,256,10,500,0.9980999999999999,0.983,1.0,0.10329310002271086,0.01402350002899766,0.8422064000042155
sentence-transformers/all-MiniLM-L6-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__all_MiniLM_L6_v2_n3000_tok160.npy,384,3000,1000,farthest_raw,256,10,1000,0.9994000000000001,0.995,1.0,0.10329310002271086,0.01402350002899766,0.8422064000042155
sentence-transformers/all-MiniLM-L6-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__all_MiniLM_L6_v2_n3000_tok160.npy,384,3000,1000,farthest_row_zscore,256,10,50,0.9015,0.478,1.0,0.11081589991226792,0.04930610000155866,0.87911440001335
sentence-transformers/all-MiniLM-L6-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__all_MiniLM_L6_v2_n3000_tok160.npy,384,3000,1000,farthest_row_zscore,256,10,100,0.955,0.701,1.0,0.11081589991226792,0.04930610000155866,0.87911440001335
sentence-transformers/all-MiniLM-L6-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__all_MiniLM_L6_v2_n3000_tok160.npy,384,3000,1000,farthest_row_zscore,256,10,250,0.9889,0.908,1.0,0.11081589991226792,0.04930610000155866,0.87911440001335
sentence-transformers/all-MiniLM-L6-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__all_MiniLM_L6_v2_n3000_tok160.npy,384,3000,1000,farthest_row_zscore,256,10,500,0.9983,0.983,1.0,0.11081589991226792,0.04930610000155866,0.87911440001335
sentence-transformers/all-MiniLM-L6-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__all_MiniLM_L6_v2_n3000_tok160.npy,384,3000,1000,farthest_row_zscore,256,10,1000,0.9999,0.999,1.0,0.11081589991226792,0.04930610000155866,0.87911440001335
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,random_raw,256,10,50,0.5471,0.013,0.999,0.0001775000710040331,0.026961200055666268,0.9317690000170842
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,random_raw,256,10,100,0.6738,0.06,1.0,0.0001775000710040331,0.026961200055666268,0.9317690000170842
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,random_raw,256,10,250,0.8414,0.304,1.0,0.0001775000710040331,0.026961200055666268,0.9317690000170842
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,random_raw,256,10,500,0.9402,0.621,1.0,0.0001775000710040331,0.026961200055666268,0.9317690000170842
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,random_raw,256,10,1000,0.9902000000000001,0.922,1.0,0.0001775000710040331,0.026961200055666268,0.9317690000170842
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,random_row_zscore,256,10,50,0.6287999999999999,0.036,1.0,0.00015310000162571669,0.06624730001203716,0.8808496000710875
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,random_row_zscore,256,10,100,0.7447,0.117,1.0,0.00015310000162571669,0.06624730001203716,0.8808496000710875
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,random_row_zscore,256,10,250,0.8708000000000001,0.356,1.0,0.00015310000162571669,0.06624730001203716,0.8808496000710875
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,random_row_zscore,256,10,500,0.9485,0.661,1.0,0.00015310000162571669,0.06624730001203716,0.8808496000710875
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,random_row_zscore,256,10,1000,0.9898,0.916,1.0,0.00015310000162571669,0.06624730001203716,0.8808496000710875
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,farthest_raw,256,10,50,0.5969000000000001,0.02,0.998,0.1571092999074608,0.03983590006828308,0.8071278999559581
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,farthest_raw,256,10,100,0.7221000000000001,0.091,0.999,0.1571092999074608,0.03983590006828308,0.8071278999559581
