stage,doc_count,mean_anchor_similarity,mean_top_anchor_similarity,mean_signature_entropy,anchor_usage_gini,build_seconds,insert_ms_per_doc
build,8000,0.5891427993774414,0.7681828737258911,5.543896675109863,0.5188603515625,6.6235387999986415,0.0
insert_batch_1,500,0.5877237319946289,0.7553319931030273,5.54391622543335,0.638328125,6.6235387999986415,0.5798428000052809
insert_batch_2,500,0.5864960551261902,0.7570118308067322,5.5439043045043945,0.621140625,6.6235387999986415,0.6457716000004439
insert_batch_3,1000,0.5896451473236084,0.7587921619415283,5.543913841247559,0.5714140625,6.6235387999986415,0.5539373999999953
