anchor_count,mrr_vs_absolute,spearman_vs_absolute,top1_overlap_vs_absolute
8,0.8034027777777778,0.903494089864757,0.25
16,0.9259722222222223,0.9182067549730979,0.26666666666666666
32,0.9454166666666666,0.9234909422331612,0.31666666666666665
