anchor_count,mrr_vs_absolute,spearman_vs_absolute,top1_overlap_vs_absolute
8,0.8155654761904761,0.3404961784807675,0.31666666666666665
16,0.8608531746031747,0.3823212584281847,0.4583333333333333
32,0.9584126984126985,0.5701516572141139,0.5666666666666667
