anchor_strategy,transform,top_k,query_count,anchor_count,anchor_seconds,transform_seconds,eval_seconds,pool_size,mean_recall,all_top_k_contained,any_hit
density_sparse,zscore,10,1000,256,3.774478600011207,0.06335780001245439,0.336979900021106,250,0.7387,0.233,0.994
density_sparse,zscore,10,1000,256,3.774478600011207,0.06335780001245439,0.336979900021106,500,0.7896,0.336,0.997
density_sparse,row_zscore,10,1000,256,3.774478600011207,0.047374899964779615,0.22704310005065054,100,0.9386,0.658,1.0
density_sparse,row_zscore,10,1000,256,3.774478600011207,0.047374899964779615,0.22704310005065054,250,0.979,0.848,1.0
density_sparse,row_zscore,10,1000,256,3.774478600011207,0.047374899964779615,0.22704310005065054,500,0.9931,0.945,1.0
density_sparse,rank,10,1000,256,3.774478600011207,0.09448710002470762,0.24986469990108162,100,0.9205,0.588,1.0
density_sparse,rank,10,1000,256,3.774478600011207,0.09448710002470762,0.24986469990108162,250,0.9721000000000002,0.807,1.0
density_sparse,rank,10,1000,256,3.774478600011207,0.09448710002470762,0.24986469990108162,500,0.9906,0.923,1.0
density_sparse,top32,10,1000,256,3.774478600011207,0.09602229995653033,0.34677669999655336,100,0.7385,0.246,0.999
density_sparse,top32,10,1000,256,3.774478600011207,0.09602229995653033,0.34677669999655336,250,0.8537,0.432,1.0
density_sparse,top32,10,1000,256,3.774478600011207,0.09602229995653033,0.34677669999655336,500,0.9178000000000001,0.602,1.0
density_sparse,top64,10,1000,256,3.774478600011207,0.12375979998614639,0.4691453999839723,100,0.8062,0.33,1.0
density_sparse,top64,10,1000,256,3.774478600011207,0.12375979998614639,0.4691453999839723,250,0.9079,0.533,1.0
density_sparse,top64,10,1000,256,3.774478600011207,0.12375979998614639,0.4691453999839723,500,0.9553,0.713,1.0
density_sparse,binary_top32,10,1000,256,3.774478600011207,0.1316117999376729,0.3838949999772012,100,0.7141,0.207,0.999
density_sparse,binary_top32,10,1000,256,3.774478600011207,0.1316117999376729,0.3838949999772012,250,0.8339000000000001,0.388,1.0
density_sparse,binary_top32,10,1000,256,3.774478600011207,0.1316117999376729,0.3838949999772012,500,0.9047999999999999,0.554,1.0
density_sparse,softmax_0.05,10,1000,256,3.774478600011207,0.060974800027906895,0.4615745999617502,100,0.8237000000000001,0.303,1.0
