model,embedding_file,embedding_dim,doc_count,query_count,strategy,anchor_count,top_k,pool_size,mean_recall,all_top_k_contained,any_hit,anchor_select_seconds,signature_build_seconds,search_ms_per_query
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,farthest_row_zscore,256,10,250,0.9008,0.434,1.0,0.18622579996008426,0.038027600036002696,0.7427811999805272
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,farthest_row_zscore,256,10,500,0.9625,0.731,1.0,0.18622579996008426,0.038027600036002696,0.7427811999805272
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,farthest_row_zscore,256,10,1000,0.9920999999999999,0.933,1.0,0.18622579996008426,0.038027600036002696,0.7427811999805272
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_raw,256,10,50,0.8505,0.308,1.0,0.00018229999113827944,0.022918400005437434,0.9555229999823496
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_raw,256,10,100,0.9296,0.568,1.0,0.00018229999113827944,0.022918400005437434,0.9555229999823496
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_raw,256,10,250,0.981,0.849,1.0,0.00018229999113827944,0.022918400005437434,0.9555229999823496
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_raw,256,10,500,0.9952,0.954,1.0,0.00018229999113827944,0.022918400005437434,0.9555229999823496
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_raw,256,10,1000,0.9991,0.992,1.0,0.00018229999113827944,0.022918400005437434,0.9555229999823496
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_row_zscore,256,10,50,0.8623000000000002,0.328,1.0,0.0001113000325858593,0.037542799953371286,0.7562116000335664
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_row_zscore,256,10,100,0.9405000000000001,0.606,1.0,0.0001113000325858593,0.037542799953371286,0.7562116000335664
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_row_zscore,256,10,250,0.9851000000000001,0.877,1.0,0.0001113000325858593,0.037542799953371286,0.7562116000335664
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_row_zscore,256,10,500,0.997,0.974,1.0,0.0001113000325858593,0.037542799953371286,0.7562116000335664
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_row_zscore,256,10,1000,0.9997999999999999,0.998,1.0,0.0001113000325858593,0.037542799953371286,0.7562116000335664
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,farthest_raw,256,10,50,0.8945000000000001,0.401,1.0,0.14653979998547584,0.027927799965254962,1.0531107999850065
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,farthest_raw,256,10,100,0.9570000000000001,0.706,1.0,0.14653979998547584,0.027927799965254962,1.0531107999850065
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,farthest_raw,256,10,250,0.9887,0.907,1.0,0.14653979998547584,0.027927799965254962,1.0531107999850065
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,farthest_raw,256,10,500,0.9979,0.979,1.0,0.14653979998547584,0.027927799965254962,1.0531107999850065
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,farthest_raw,256,10,1000,0.9996,0.996,1.0,0.14653979998547584,0.027927799965254962,1.0531107999850065
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,farthest_row_zscore,256,10,50,0.8962,0.411,1.0,0.12563569995108992,0.033628699951805174,0.8361294999485835
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,farthest_row_zscore,256,10,100,0.9596000000000001,0.717,1.0,0.12563569995108992,0.033628699951805174,0.8361294999485835
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,farthest_row_zscore,256,10,250,0.9935,0.946,1.0,0.12563569995108992,0.033628699951805174,0.8361294999485835
